,PositiveC,ToxRm10,100nM_Trigopus,SD,Synthetic DNA,10nM_Trigopus,IL17,Synthetic DNA full,1nM_Trigopus,16s03,40s,100µM_ToxR,16s04,EF1a,DnaJ07,Trigopus,NC ,DnaJ09,60s,DnaJ10_f,flaA,ToxR_f,100nM_ToxR,ToxRm1,10nM_ToxR,ToxRm2,1nM_ToxR,ToxRm4,100nM_DnaJ07,ToxRm6,10nM_DnaJ07,ToxRm8,1nM_DnaJ07,Time,PositiveC_sd,ToxRm10_sd,100nM_Trigopus_sd,SD_sd,Synthetic DNA_sd,10nM_Trigopus_sd,IL17_sd,Synthetic DNA full_sd,1nM_Trigopus_sd,16s03_sd,40s_sd,100µM_ToxR_sd,16s04_sd,EF1a_sd,DnaJ07_sd,Trigopus_sd,NC _sd,DnaJ09_sd,60s_sd,DnaJ10_f_sd,flaA_sd,ToxR_f_sd,100nM_ToxR_sd,ToxRm1_sd,10nM_ToxR_sd,ToxRm2_sd,1nM_ToxR_sd,ToxRm4_sd,100nM_DnaJ07_sd,ToxRm6_sd,10nM_DnaJ07_sd,ToxRm8_sd,1nM_DnaJ07_sd
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.26930563083922576,0.05950708759825835,0.12315087318463311,0.2634434837603741,0.17218366915420982,0.0870932579233994,0.15951283228440077,0.17230566335026523,0.21575942389556935,0.06365415816623349,0.3620142552271312,0.30472255036910484,0.2323246744239254,0.2206692904599065,0.2636055406822044,0.2794636370159994,0.03715709942652799,0.34840839567795495,0.33307934389920596,0.08535580533660897,0.11758401894694627,0.211046773822157,0.18834803185473542,0.1707634067752057,0.11171604034761466,0.07678439152299793,0.09761659565897256,0.26275772600430997,0.027452517471909046,0.13893142205877473,0.31852148041302486,0.14172265578058302,0.03791823960755236
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2560235289325867,0.10691934358078527,0.2690220056169621,0.2420222187035374,0.2726375193021256,0.044702764037840244,0.23203732508326416,0.24388092125890898,0.16679873829861405,0.08359851985559219,0.3793243652191072,0.3050517801314234,0.28289357184403763,0.34120686019066043,0.2696077420867149,0.2741115886155736,0.05362777753699647,0.37232553478760394,0.26985966323866484,0.1340977708394772,0.17982999166082014,0.246834226351541,0.2553418212988377,0.2029387271669136,0.1939463006826912,0.13993321662363956,0.13151959887363202,0.3363404794481246,0.054085307233608354,0.15000646664485284,0.40089739345701025,0.16290741511892787,0.08972705735937955
2,0.0,0.0,0.0,0.09047619047619015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.356777167276645,0.08835696855748379,0.20996742359716966,0.41395029905555486,0.2473613840537518,0.11837928802245534,0.22033792961039106,0.23995758422534036,0.21634495564655815,0.1809040592679225,0.36410553347370733,0.2971065640568108,0.35888548400201714,0.30353323756032835,0.27084854018590626,0.31911497354265317,0.054397452995670795,0.44225788664171944,0.39482562783086717,0.28555312915315934,0.28017631133287973,0.43669069767067237,0.21193038308933418,0.3643261380898159,0.1081153979755682,0.179243954045118,0.18475917741945994,0.2985888537821243,0.12160740022038043,0.2441305962950303,0.45860172860277165,0.059849058480124846,0.0255264548893681
3,0.0,0.0,0.0,1.2115873015873015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5261904761904761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6604761904761904,0.0,0.5061904761904756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.5877916445346358,0.025943520646636565,0.284186745510784,0.39181426433638894,0.11092342424782613,0.12011395445964385,0.18907034101718798,0.15891227647672906,0.1656551314477034,0.10115682602647756,0.4205345792268726,0.21765788731008406,0.403130668772313,0.44665008261086936,0.36662674145307644,0.26951960286133286,0.09479021671662742,0.5927940086653192,0.30782267573662747,0.2706852348146956,0.11152101262086832,0.4125603554186828,0.14539665211052274,0.317636538391826,0.16813068259491254,0.10545322644661936,0.14327786372398268,0.2907641906474426,0.01786119883390595,0.19339991555546435,0.4480121543000866,0.21539969117650046,0.12510695852269235
4,0.0,0.0,0.0,1.8917460317460302,0.5073015873015869,0.0,0.0,0.0,0.0,0.0,0.0,0.37682539682539673,0.0,1.00063492063492,0.0,0.017142857142857792,0.0,0.19365079365079385,0.0,0.0,0.0,1.1261904761904766,0.4079365079365065,1.189047619047618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.720504673216617,0.060572975921136175,0.21510355396106726,0.5106214750217019,0.4072368776616242,0.15917920609270964,0.06472493498154192,0.21971751717143037,0.22981353423813505,0.10497909184867066,0.44011428003537406,0.366229176232328,0.34885646252246555,0.5035949373476134,0.19364754095628928,0.21568479189146078,0.050891275231456035,0.5836088540560606,0.39118641050034075,0.4753637267540825,0.2167606633713443,0.3638116706770644,0.28414977296212435,0.22458202828268267,0.18590317351216637,0.20533965495662837,0.09410463076741776,0.3752800583524614,0.15191264015662123,0.21617404314860947,0.43807608653791186,0.1244746076175657,0.042426406871192965
5,0.0,0.0,0.49460317460317516,2.157460317460318,1.1701587301587297,0.0,0.25460317460317494,0.0,0.0,0.0,0.0,0.6046031746031746,0.0,1.3363492063492073,0.0,0.6830158730158731,0.0,0.8617460317460326,0.0,0.0,0.0,1.2326984126984124,0.7046031746031751,1.4574603174603187,0.0,0.024285714285714022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.7334670049270824,0.11191613135984385,0.23429743593510519,0.5387852484670816,0.30784190986836596,0.0987987818474127,0.138756127023624,0.2748710501858729,0.13440105369777333,0.13726644196487056,0.4556610131794478,0.5656207946548031,0.38473368066631836,0.4093592015678762,0.2893327307363166,0.23988669955172395,0.026335816065975785,0.5398335923061959,0.3921808191517745,0.6521815243785588,0.13551001056365913,0.38263622571514144,0.3531243409927473,0.3561875760287101,0.2615889389685232,0.15415044040366513,0.11818822077669319,0.37499649784204925,0.1260697235971465,0.3038321631610553,0.43974035491754504,0.09392936775837492,0.03679596525035002
6,0.0,0.0,0.8806349206349209,2.173174603174602,1.6176190476190468,0.0,0.7573015873015869,0.0,0.0,0.0,0.0,0.7247619047619045,0.0,1.3652380952380954,0.0,0.9533333333333331,0.0,1.1169841269841276,0.0,0.0,0.0,1.342539682539683,0.9912698412698404,1.514444444444444,0.0,0.2165079365079361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.6701988438514526,0.09349624050819388,0.32530629789900917,0.5977782414079073,0.438191213319696,0.16806503318414787,0.21000953799021393,0.18331416102596398,0.15406918635773106,0.05529052428843208,0.5233800548204187,0.39920600208259066,0.4126658717329575,0.5699690797110458,0.39494902414165545,0.28858487404721794,0.0410746298882722,0.5292137286313847,0.3130351100048396,0.7274266692133939,0.30045225002942644,0.2926904932991932,0.5325607120963122,0.2551918934729923,0.2986723794130251,0.25513630205806836,0.16069592291725174,0.37799333586076944,0.1806582125748042,0.17227700101686533,0.3483979821168009,0.19971912754360205,0.06958828640248538
7,0.1987301587301591,0.0,0.9979365079365072,2.113333333333334,1.8995238095238092,0.0,1.0547619047619055,0.0,0.0,0.0,0.0,0.9525396825396824,0.0,1.423809523809525,0.0,1.301111111111111,0.0,1.0923809523809522,0.0,0.0,0.0,1.3817460317460322,1.047142857142858,1.5765079365079364,0.0,0.4217460317460313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.6661667437747577,0.08621049783530897,0.31113572950863544,0.6062187593413574,0.4865200806376789,0.07308381931731911,0.06568935958517927,0.1285398746308645,0.11383309844167228,0.11058309915668875,0.45401048754595263,0.603547128070766,0.33484712952505885,0.4352645494605926,0.4861660416000267,0.20164566084387478,0.07215643262007584,0.555248486566344,0.3520086693542924,0.8906205072201507,0.1676701461314869,0.33880832468638566,0.4443277057570245,0.2605732386458991,0.40217122990182413,0.23884200352011475,0.15835240765084183,0.35655238666199723,0.08843677538281734,0.1891726559964998,0.43869472440922924,0.0970909706850302,0.09926436398917725
8,0.47920634920634964,0.0,1.1976190476190487,2.267777777777778,2.0765079365079364,0.0,1.3203174603174608,0.0,0.0,0.0,0.0,1.0463492063492073,0.0,1.5761904761904768,0.0,1.4353968253968263,0.0,1.2780952380952382,0.0,0.0,0.0,1.3909523809523812,1.1938095238095237,1.5292063492063486,0.0,0.4826984126984133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.6364942008572175,0.05248810588850734,0.2570418182838871,0.48624247658112524,0.5130514780195155,0.19886842900122165,0.184920703045154,0.20878996065289662,0.11514382431180549,0.1138193748365517,0.5500141320706681,0.46684609443384334,0.33534592722218953,0.5302999526763283,0.4789908662354762,0.30381126535799785,0.13824093755222683,0.5531645144943245,0.32335269674196293,0.8501965447924508,0.17895176427747145,0.3035776428454101,0.4461821471556354,0.17474871279304718,0.4213505143984933,0.2684510406001335,0.1891402888831749,0.3573148792066941,0.13980730358803975,0.21023400560476138,0.453742034877933,0.1675073280888538,0.1277193004314379
9,0.4639682539682539,0.0,1.4190476190476193,2.2885714285714283,2.17968253968254,0.0,1.4709523809523812,0.0,0.0,0.0,0.0,1.1061904761904762,0.0,1.4763492063492052,0.14444444444444304,1.4544444444444427,0.0,1.2938095238095233,0.0,0.0,0.0,1.4288888888888884,1.2617460317460312,1.4266666666666676,0.0,0.6087301587301583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.6809067583784449,0.17859379048697016,0.3157135275753625,0.5462559063691068,0.5281323787875624,0.028253076497430446,0.31613939473912706,0.19232489098820693,0.023232152939603345,0.17173825643286392,0.33219791506645907,0.4983116367057788,0.2696209184342795,0.35797448149675687,0.5132115472343384,0.2881210797802839,0.10059260038494162,0.5328311600305685,0.3911042181416914,0.8872150907665797,0.15082756510854847,0.49389077002771425,0.40138692535357645,0.16406418619932764,0.28242658696008033,0.4048573183526933,0.20765848370673204,0.3069416920490997,0.12252097069076498,0.23858711097586457,0.3017152610747957,0.1446811247743159,0.04758782044890127
