,PositiveC,ToxRm10,100nM_Trigopus,SD,Synthetic DNA,10nM_Trigopus,IL17,Synthetic DNA full,1nM_Trigopus,16s03,40s,100µM_ToxR,16s04,EF1a,DnaJ07,Trigopus,NC ,DnaJ09,60s,DnaJ10_f,flaA,ToxR_f,100nM_ToxR,ToxRm1,10nM_ToxR,ToxRm2,1nM_ToxR,ToxRm4,100nM_DnaJ07,ToxRm6,10nM_DnaJ07,ToxRm8,1nM_DnaJ07,Time,PositiveC_sd,ToxRm10_sd,100nM_Trigopus_sd,SD_sd,Synthetic DNA_sd,10nM_Trigopus_sd,IL17_sd,Synthetic DNA full_sd,1nM_Trigopus_sd,16s03_sd,40s_sd,100µM_ToxR_sd,16s04_sd,EF1a_sd,DnaJ07_sd,Trigopus_sd,NC _sd,DnaJ09_sd,60s_sd,DnaJ10_f_sd,flaA_sd,ToxR_f_sd,100nM_ToxR_sd,ToxRm1_sd,10nM_ToxR_sd,ToxRm2_sd,1nM_ToxR_sd,ToxRm4_sd,100nM_DnaJ07_sd,ToxRm6_sd,10nM_DnaJ07_sd,ToxRm8_sd,1nM_DnaJ07_sd
10,0.618730158730159,0.0,1.4977777777777774,2.283968253968254,2.2531746031746014,0.0,1.5803174603174615,0.0,0.0,0.0,0.0,1.2714285714285722,0.0,1.7138095238095232,0.5260317460317454,1.627301587301588,0.0,1.4969841269841258,0.0,0.0,0.0,1.5042857142857144,1.3139682539682536,1.713333333333333,0.0,0.572857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.6489114477487669,0.1135587549637815,0.3576697348166733,0.6335755991265098,0.5015816254450783,0.04838120234906052,0.2510750882194696,0.25052034535469153,0.05862667846265559,0.06893239793456209,0.3672475986168545,0.5488922856486925,0.2956471820190879,0.45325801917626785,0.6340608066865225,0.1322320353072645,0.11983695987204104,0.515744110878906,0.351188530171274,0.8516377298342874,0.2568020473228285,0.37134906217239383,0.4634359065784316,0.21168450594681945,0.3051681320408523,0.25905063412499946,0.10425297256064167,0.29219657078555195,0.13688596604353742,0.12083191934950811,0.2921979504159146,0.1958620819669581,0.2053028415286376
11,0.6466666666666683,0.0,1.51968253968254,2.2825396825396833,2.1893650793650803,0.0,1.5922222222222242,0.0,0.0,0.0,0.0,1.3774603174603186,0.0,1.610158730158732,0.6404761904761918,1.5784126984126985,0.0,1.3012698412698427,0.0,0.0,0.0,1.5646031746031746,1.233015873015873,1.5696825396825407,0.0,0.5669841269841278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.6492725545471512,0.18242605158888883,0.39642754659288826,0.6267926973186129,0.5380610093528798,0.0837129674670934,0.2934243657275591,0.24342614119726538,0.0710497893195909,0.10015734660579385,0.4068741029499143,0.5011195830166103,0.26756829811227434,0.4634810283530871,0.6396438603454278,0.3788873261882512,0.12540867936737957,0.6172345039404584,0.35482088214001767,0.8677315395278415,0.13798517781650388,0.38756762915725024,0.3658043870489774,0.12295000796893651,0.3366854877506298,0.24742371212811293,0.1354929040006065,0.3865095335842629,0.21476278463903123,0.11991766722872949,0.2511157264841841,0.09055663369000526,0.2268587732450223
12,1.0453968253968249,0.0,1.9177777777777782,2.797777777777779,2.6166666666666663,0.23761904761904784,2.0342857142857147,0.0,0.0,0.0,0.0,1.620634920634921,0.0,2.036825396825397,1.1096825396825398,1.8714285714285728,0.0,1.6236507936507936,0.0,0.04539682539682666,0.1906349206349205,1.8598412698412696,1.6571428571428575,1.796507936507937,0.0,1.0388888888888896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.7454272120033331,0.1377512592429862,0.3255402703569663,0.5884515125867714,0.5259540516044087,0.2604072628687605,0.3244254180113694,0.20371159195885913,0.1526408167785994,0.1487834262829968,0.20694273614781386,0.35734160254869357,0.22254704151951868,0.3988032614212577,0.6364747646028998,0.3262216414262625,0.30842319582818006,0.43876248933318757,0.32325286731249525,0.9702221993698988,0.15182952474910105,0.3579424558686465,0.49973341343651734,0.2553015596688799,0.31657949231734556,0.3139125570512063,0.1459293982267376,0.3315107390695175,0.24205042899959142,0.16397386244038392,0.34906988675659495,0.18092578473440044,0.13608887318916157
13,1.0039682539682548,0.0,1.9068253968253979,2.798095238095237,2.72968253968254,0.3039682539682538,2.127301587301589,0.0,0.0,0.0,0.0,1.850952380952383,0.0,2.0960317460317457,1.2901587301587298,2.1380952380952385,0.0,1.7141269841269855,0.0,0.024761904761905207,0.19111111111111168,1.9609523809523823,1.6350793650793642,2.0365079365079373,0.0,0.9657142857142862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.747777491382828,0.10547401075058513,0.39357679796092143,0.6950200063824471,0.4841703337344527,0.03836478712184556,0.2860686514957672,0.16384827891498058,0.15878268972025808,0.10065870231242793,0.2767870768584541,0.3381704216279064,0.3129633073477332,0.44274567636287526,0.6071081015054736,0.31278533962174077,0.22625858066884127,0.33528431319212304,0.33657434205522374,0.9019439267852253,0.1523697085798836,0.36151197007838126,0.5119328895926809,0.2905381146588841,0.37420156033899854,0.27157621529792586,0.12170204706169602,0.3147654667649793,0.23789271810267482,0.20982457969790344,0.310520089732513,0.14802521354417036,0.1261142826776117
14,0.8920634920634924,0.0,1.9815873015873011,2.789365079365079,2.856349206349205,0.18253968253968278,2.237460317460319,0.0,0.0,0.0,0.0,2.0147619047619054,0.0,2.1749206349206345,1.2042857142857137,2.0025396825396813,0.0,1.6609523809523816,0.0,0.0,0.3011111111111111,1.891746031746032,1.6387301587301595,1.8747619047619049,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0.7656748324880274,0.07725545378698978,0.45788140297320695,0.712231154496293,0.5659494371691685,0.04322301207679382,0.29800554797915163,0.12648234191708535,0.20421904167243415,0.17898231388125366,0.35481960398650725,0.3576669170929372,0.2526578295560595,0.5945325765934864,0.646359770082384,0.3192902023365856,0.2724686283577496,0.5217623777506187,0.3238508377005763,0.8689420679540826,0.24524883112063278,0.3497076488402054,0.41536919681760565,0.12271740545830839,0.38322792595930694,0.35308445434088886,0.10669713283732953,0.349518691483945,0.3180496910013938,0.10560483394419455,0.3015942355092622,0.2366375483774526,0.06367948528021443
15,1.1104761904761906,0.0,2.119841269841271,3.0284126984126987,2.9236507936507943,0.4023809523809536,2.437142857142857,0.0,0.0,0.0,0.0,2.5639682539682545,0.0,2.175079365079367,1.5020634920634937,1.9398412698412715,0.0,1.8814285714285726,0.0,0.05650793650793773,0.28888888888888964,2.0652380952380964,1.8217460317460317,1.9534920634920647,0.0,1.171904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,0.6372280690560842,0.07680801325038226,0.47979970835869956,0.8263070987936355,0.3819550957080091,0.03669105215359813,0.37046075238845083,0.1565998313557523,0.09809780651078455,0.09382550289607404,0.22578337075937158,0.4062370877068852,0.21640725210914752,0.4428114557989065,0.6628366170877865,0.3726703566952775,0.3076933256761656,0.7265551864115256,0.34517536375881713,0.9312541088057268,0.17131492411635862,0.3005035666177896,0.48437058664347193,0.2678894865834041,0.35951655621822415,0.27706548129852937,0.07964616889532533,0.3229002952229632,0.2748916733892922,0.22698135196438873,0.3332175157826927,0.2170420029408233,0.11038789575105003
16,1.4350793650793667,0.0,2.154126984126984,3.291904761904762,2.951587301587301,0.267619047619049,2.4895238095238117,0.0,0.0,0.0,0.0,2.698730158730159,0.0,2.4084126984126986,1.9571428571428573,2.0211111111111126,0.0,2.2096825396825412,0.0,0.04714285714285804,0.223015873015874,2.0576190476190472,1.8558730158730175,2.2068253968253977,0.0,1.2233333333333336,0.0,0.0,0.015238095238095717,0.0,0.0,0.0,0.0,80,0.6115276255289572,0.050629198064447295,0.5178921656952206,1.1825054005896904,0.4972591544322408,0.15144570799179444,0.3179118217837,0.25524944695596863,0.12624946210492877,0.053198999378704835,0.27464271666858003,0.50255958608521,0.21485427218615885,0.692553234317273,0.6892760597326256,0.5420132677934155,0.3363087910279042,0.8802556661521105,0.31775216743445994,0.882914531561709,0.20232921841105142,0.3252401481106832,0.5702103416382956,0.41050878226593385,0.34345303888871714,0.3055298690502027,0.12773330587627954,0.32098134672175377,0.27708566838450277,0.11262438883493868,0.3309870561561398,0.13209000802179852,0.12413895935414004
17,2.008412698412699,0.0,2.357460317460318,3.571269841269843,3.108888888888889,0.4353968253968272,2.6506349206349222,0.0,0.0,0.0,0.0,3.0023809523809524,0.0,2.9771428571428578,2.395396825396827,2.544603174603176,0.0,2.6223809523809534,0.0,0.08873015873015966,0.3931746031746055,2.2988888888888903,1.9544444444444453,2.778888888888889,0.0,1.5,0.0,0.0,0.326031746031747,0.0,0.0,0.0,0.0,85,0.6506395868743793,0.15378191964851914,0.4144524994201823,1.1855935639018251,0.42090036548081006,0.06764624238897127,0.38578136460290635,0.1646367693136248,0.1239323769803352,0.18652367377036927,0.27755356030139267,0.5263923336152311,0.22511451132673915,0.597821821034676,0.8349765507258459,0.5807613963115186,0.1283884647606548,0.9055395989301278,0.38741268247919997,0.831534596899168,0.23893386698866007,0.3162770806365097,0.5261457760706595,0.4583618557743698,0.2251601708666999,0.2954732806221273,0.06474789764488943,0.4130399075519659,0.3573866540017322,0.06921690614107226,0.333054985824813,0.14464280815205938,0.08968661319587067
18,2.06047619047619,0.0,2.3360317460317477,3.54920634920635,3.13079365079365,0.4122222222222227,2.656825396825398,0.0,0.0,0.0,0.0,3.011746031746033,0.0,3.1926984126984133,2.518571428571428,2.5231746031746036,0.0,2.79714285714286,0.0,0.04253968253968221,0.26158730158730137,2.375238095238097,1.8806349206349209,2.81809523809524,0.0,1.4328571428571433,0.0,0.0,0.30476190476190546,0.0,0.0,0.0,0.0,90,0.786447693622873,0.11285971019337791,0.40321634579559795,1.1431081734885356,0.3970900070147193,0.06066690754398038,0.5694254573461947,0.12505922003594552,0.20409723548316863,0.1236097289025626,0.3551862452762769,0.4834110240685247,0.22998975734968005,0.983880844795166,0.8384227654865212,0.4065228423663091,0.13797056952453904,0.6825212622099085,0.35563937504073584,0.8063782959382291,0.1829827610845331,0.4422091749348641,0.513897119502636,0.5260664701014297,0.29199938910051115,0.23095003544327974,0.0569471958850793,0.310770707845227,0.31422758801911455,0.1272324952035717,0.35912599315832744,0.033438232523652515,0.06205638736584637
19,2.3112698412698416,0.0,2.666031746031746,3.486349206349206,3.45079365079365,0.3803174603174586,3.2942857142857127,0.0,0.0,0.0,0.0,2.9458730158730164,0.0,3.2504761904761894,2.8271428571428556,2.8774603174603177,0.0,2.963174603174603,0.0,0.04761904761904745,0.1815873015873013,2.4333333333333327,1.7861904761904759,3.1192063492063484,0.0,1.3841269841269837,0.0,0.0,0.19222222222222118,0.0,0.0,0.0,0.0,95,0.9150501378886776,0.10686843162508064,0.3862380009771706,1.0318735208168506,0.483717703656209,0.026085890265618205,0.6796406873082256,0.18674169747869263,0.19211058061092215,0.11734421546458165,0.3374700979633608,0.46802862481988566,0.1824301949078314,0.908910483252276,0.8602726222720845,0.3294874127374688,0.05446410862433976,0.6494336544671422,0.37657083443683,0.931645893864481,0.04966554808583799,0.5836829316300424,0.31075684397061615,0.5989909630765032,0.33337875729804123,0.16651209763741454,0.17682696417190308,0.37734909651403664,0.20750154434246978,0.08204614351024055,0.3558267814719664,0.1615216444399167,0.07800646651619426
20,2.63126984126984,0.0,2.9457142857142857,3.686984126984126,3.988730158730159,0.6528571428571421,3.6730158730158733,0.0,0.0,0.0,0.0,3.1242857142857146,0.0,3.5969841269841263,3.05047619047619,3.2466666666666653,0.0,3.172698412698412,0.0,0.11079365079365022,0.414761904761904,2.761111111111112,1.9746031746031738,3.475714285714285,0.0,1.4834920634920632,0.0,0.0,0.3734920634920629,0.0,0.0,0.0,0.0,100,0.8732492905849856,0.09900665616120319,0.5457622535406518,1.1523389077991835,0.5391511389372032,0.14900290080895565,0.6633100684548523,0.17507771013335172,0.11775681155103807,0.08337670828839923,0.34165692333507097,0.517506425056544,0.11945137879992566,0.7541198510920103,0.5658405787804621,0.3676902499787739,0.11656609421691923,0.6923836815736262,0.34641241621270447,0.8994632648290989,0.038325363133434966,0.7865814679000132,0.24193506871769255,0.519848854906495,0.3733370451170627,0.1964716483149284,0.11459943712852103,0.34843760984087974,0.33329168296098377,0.08891977921305573,0.34340190407868715,0.17315139588144116,0.1543079218454713
21,2.7074603174603187,0.0,3.368095238095238,3.6533333333333324,4.295238095238094,0.6839682539682528,3.7688888888888865,0.0,0.0,0.0,0.0,3.0995238095238076,0.0,3.5874603174603177,3.2552380952380933,3.4614285714285717,0.0,3.3782539682539667,0.0,0.11952380952380892,0.46206349206349184,2.6520634920634922,2.201587301587301,3.5114285714285707,0.0,1.6634920634920638,0.0,0.0,0.6392063492063498,0.0,0.0,0.0,0.0,105,0.8988974798408875,0.0747506141846853,0.4513499250582502,1.215860499749083,0.5164073423276213,0.26180979519233916,0.5749776469851915,0.13143221373681613,0.04072163366968044,0.09577415274797874,0.39677231390989426,0.5504059291312883,0.2155350996675775,0.5803106439112017,0.5240476130378448,0.37481511357275854,0.20096416625838906,0.7625584497379978,0.3398666612697997,0.9522360471773611,0.12844967780376537,0.8620316489955533,0.36684534916512324,0.45612524525068915,0.3005786809835805,0.33794385164282814,0.0592737605084009,0.3442236875782186,0.35027254262848745,0.0968454311825926,0.24744387373204083,0.17380814669310196,0.1078260405767317
22,2.805238095238095,0.0,3.3980952380952383,3.5699999999999994,4.490158730158728,0.8617460317460308,4.023492063492063,0.0,0.0,0.0,0.0,3.1309523809523805,0.0,3.6584126984126977,3.3899999999999997,3.8079365079365077,0.0,3.4131746031746024,0.0,0.2431746031746025,0.4893650793650792,2.7982539682539675,2.439047619047618,3.5830158730158734,0.0,1.7369841269841269,0.0,0.0,1.0734920634920622,0.0,0.0,0.0,0.0,110,0.8025671521820791,0.05873316165639064,0.503118969434554,1.120226352068627,0.46936333477943615,0.4199526662310025,0.5202369268568963,0.14137484950500326,0.16848681103447655,0.05031871211702108,0.3150429390003181,0.5599181094067437,0.22990495039948772,0.6380938166295466,0.670978384857013,0.3405484438819028,0.22089843804213113,0.6936610728961218,0.4996349889639708,0.9801231662463906,0.06668820513748708,0.6446699112977334,0.3947421507557438,0.40999333241879216,0.3995626861157764,0.22460883945966248,0.12161112949824238,0.3587298777917146,0.5286027923389462,0.13350725618017534,0.24839936066430002,0.10539084894128294,0.14529680485694665
23,2.7577777777777763,0.0,3.3985714285714286,3.657460317460319,4.633333333333334,0.8966666666666665,3.9860317460317463,0.0,0.0,0.0,0.0,3.1944444444444438,0.0,3.637619047619048,3.304444444444443,3.900793650793651,0.0,3.457936507936508,0.0,0.2669841269841271,0.6473015873015875,2.9906349206349203,2.6071428571428568,3.7109523809523806,0.0,1.9796825396825382,0.0,0.0,1.468571428571428,0.0,0.0,0.0,0.0,115,0.7710261867799489,0.1260481377529638,0.4842481763479309,1.171356710489967,0.3800340120833076,0.25898896394771714,0.5110394803399365,0.15938009794533087,0.100240828677431,0.10763192318913918,0.425436861418549,0.6791266826935789,0.14737204116968208,0.580523000313225,0.6286130738168306,0.3737482172623403,0.12014604365729402,0.7480098395613688,0.3423378636668384,1.080468903368526,0.188846333741748,0.6123303853981402,0.41925554004797827,0.38573564510720765,0.33968758340714716,0.40875238034831424,0.15041858116297624,0.3007899233341101,0.4881625195594656,0.06615221001902069,0.39076341223771655,0.14404427386906826,0.1272085318758558
24,2.9000000000000004,0.0,3.5317460317460316,3.5855555555555565,4.562698412698412,1.1120634920634913,4.136349206349205,0.0,0.0,0.0,0.0,3.2036507936507945,0.0,3.72063492063492,3.3158730158730148,4.004761904761905,0.0,3.5034920634920628,0.0,0.30031746031745943,0.7619047619047619,3.129206349206349,2.6941269841269833,3.7723809523809546,0.19476190476190425,2.1563492063492067,0.0,0.0,1.7766666666666673,0.0,0.0,0.0,0.0,120,0.8457068675493338,0.03525167763403786,0.514801965070172,1.2914239671532233,0.5523752508372056,0.1699701335790908,0.5643752970661668,0.16605981734835085,0.03992244938916631,0.15766307989636863,0.32161793363880575,0.6364491125888162,0.23107829437338234,0.5376245073089198,0.5684898419746119,0.33945601406887554,0.072396614846758,0.7195969029226658,0.4675269578176409,0.9762798513738459,0.2340891548669094,0.5240607382206948,0.4942163350601259,0.5119962266017414,0.3655400130406885,0.34405881419328077,0.1201726732804766,0.36343501319815386,0.43792802191793184,0.03967047435626793,0.3150109477515438,0.10040306775248134,0.10153942324121795
