,PositiveC,100nM_Trigopus,SD,Synthetic DNA,10nM_Trigopus,IL17,40s,100µM_ToxR,EF1a,DnaJ07,Trigopus,NC ,DnaJ09,DnaJ10_f,flaA,ToxR_f,100nM_ToxR,ToxRm1,10nM_ToxR,ToxRm2,100nM_DnaJ07,10nM_DnaJ07
10,0.618730158730159,1.4977777777777774,2.283968253968254,2.2531746031746014,0.0,1.5803174603174615,0.0,1.2714285714285722,1.7138095238095232,0.5260317460317454,1.627301587301588,0.0,1.4969841269841258,0.0,0.0,1.5042857142857144,1.3139682539682536,1.713333333333333,0.0,0.572857142857143,0.0,0.0
11,0.6466666666666683,1.51968253968254,2.2825396825396833,2.1893650793650803,0.0,1.5922222222222242,0.0,1.3774603174603186,1.610158730158732,0.6404761904761918,1.5784126984126985,0.0,1.3012698412698427,0.0,0.0,1.5646031746031746,1.233015873015873,1.5696825396825407,0.0,0.5669841269841278,0.0,0.0
12,1.0453968253968249,1.9177777777777782,2.797777777777779,2.6166666666666663,0.23761904761904784,2.0342857142857147,0.0,1.620634920634921,2.036825396825397,1.1096825396825398,1.8714285714285728,0.0,1.6236507936507936,0.04539682539682666,0.1906349206349205,1.8598412698412696,1.6571428571428575,1.796507936507937,0.0,1.0388888888888896,0.0,0.0
13,1.0039682539682548,1.9068253968253979,2.798095238095237,2.72968253968254,0.3039682539682538,2.127301587301589,0.0,1.850952380952383,2.0960317460317457,1.2901587301587298,2.1380952380952385,0.0,1.7141269841269855,0.024761904761905207,0.19111111111111168,1.9609523809523823,1.6350793650793642,2.0365079365079373,0.0,0.9657142857142862,0.0,0.0
14,0.8920634920634924,1.9815873015873011,2.789365079365079,2.856349206349205,0.18253968253968278,2.237460317460319,0.0,2.0147619047619054,2.1749206349206345,1.2042857142857137,2.0025396825396813,0.0,1.6609523809523816,0.0,0.3011111111111111,1.891746031746032,1.6387301587301595,1.8747619047619049,0.0,1.0,0.0,0.0
15,1.1104761904761906,2.119841269841271,3.0284126984126987,2.9236507936507943,0.4023809523809536,2.437142857142857,0.0,2.5639682539682545,2.175079365079367,1.5020634920634937,1.9398412698412715,0.0,1.8814285714285726,0.05650793650793773,0.28888888888888964,2.0652380952380964,1.8217460317460317,1.9534920634920647,0.0,1.171904761904762,0.0,0.0
16,1.4350793650793667,2.154126984126984,3.291904761904762,2.951587301587301,0.267619047619049,2.4895238095238117,0.0,2.698730158730159,2.4084126984126986,1.9571428571428573,2.0211111111111126,0.0,2.2096825396825412,0.04714285714285804,0.223015873015874,2.0576190476190472,1.8558730158730175,2.2068253968253977,0.0,1.2233333333333336,0.015238095238095717,0.0
17,2.008412698412699,2.357460317460318,3.571269841269843,3.108888888888889,0.4353968253968272,2.6506349206349222,0.0,3.0023809523809524,2.9771428571428578,2.395396825396827,2.544603174603176,0.0,2.6223809523809534,0.08873015873015966,0.3931746031746055,2.2988888888888903,1.9544444444444453,2.778888888888889,0.0,1.5,0.326031746031747,0.0
18,2.06047619047619,2.3360317460317477,3.54920634920635,3.13079365079365,0.4122222222222227,2.656825396825398,0.0,3.011746031746033,3.1926984126984133,2.518571428571428,2.5231746031746036,0.0,2.79714285714286,0.04253968253968221,0.26158730158730137,2.375238095238097,1.8806349206349209,2.81809523809524,0.0,1.4328571428571433,0.30476190476190546,0.0
19,2.3112698412698416,2.666031746031746,3.486349206349206,3.45079365079365,0.3803174603174586,3.2942857142857127,0.0,2.9458730158730164,3.2504761904761894,2.8271428571428556,2.8774603174603177,0.0,2.963174603174603,0.04761904761904745,0.1815873015873013,2.4333333333333327,1.7861904761904759,3.1192063492063484,0.0,1.3841269841269837,0.19222222222222118,0.0
20,2.63126984126984,2.9457142857142857,3.686984126984126,3.988730158730159,0.6528571428571421,3.6730158730158733,0.0,3.1242857142857146,3.5969841269841263,3.05047619047619,3.2466666666666653,0.0,3.172698412698412,0.11079365079365022,0.414761904761904,2.761111111111112,1.9746031746031738,3.475714285714285,0.0,1.4834920634920632,0.3734920634920629,0.0
21,2.7074603174603187,3.368095238095238,3.6533333333333324,4.295238095238094,0.6839682539682528,3.7688888888888865,0.0,3.0995238095238076,3.5874603174603177,3.2552380952380933,3.4614285714285717,0.0,3.3782539682539667,0.11952380952380892,0.46206349206349184,2.6520634920634922,2.201587301587301,3.5114285714285707,0.0,1.6634920634920638,0.6392063492063498,0.0
22,2.805238095238095,3.3980952380952383,3.5699999999999994,4.490158730158728,0.8617460317460308,4.023492063492063,0.0,3.1309523809523805,3.6584126984126977,3.3899999999999997,3.8079365079365077,0.0,3.4131746031746024,0.2431746031746025,0.4893650793650792,2.7982539682539675,2.439047619047618,3.5830158730158734,0.0,1.7369841269841269,1.0734920634920622,0.0
23,2.7577777777777763,3.3985714285714286,3.657460317460319,4.633333333333334,0.8966666666666665,3.9860317460317463,0.0,3.1944444444444438,3.637619047619048,3.304444444444443,3.900793650793651,0.0,3.457936507936508,0.2669841269841271,0.6473015873015875,2.9906349206349203,2.6071428571428568,3.7109523809523806,0.0,1.9796825396825382,1.468571428571428,0.0
24,2.9000000000000004,3.5317460317460316,3.5855555555555565,4.562698412698412,1.1120634920634913,4.136349206349205,0.0,3.2036507936507945,3.72063492063492,3.3158730158730148,4.004761904761905,0.0,3.5034920634920628,0.30031746031745943,0.7619047619047619,3.129206349206349,2.6941269841269833,3.7723809523809546,0.19476190476190425,2.1563492063492067,1.7766666666666673,0.0
25,2.8912698412698425,3.324761904761905,3.596984126984127,4.450317460317461,1.042063492063492,4.197460317460315,0.0,3.1374603174603166,3.6753968253968257,3.339365079365079,3.9169841269841275,0.0,3.416031746031747,0.21111111111111125,0.7184126984126982,3.1631746031746015,2.814285714285713,3.6619047619047613,0.14158730158730126,2.144444444444444,2.2012698412698413,0.0
26,2.9880952380952372,3.3426984126984127,3.700158730158728,4.593174603174603,1.1303174603174604,4.0903174603174595,0.0,3.077936507936508,3.5731746031746052,3.2220634920634925,4.0369841269841285,0.0,3.41079365079365,0.25492063492063455,0.6452380952380947,3.217142857142857,2.7326984126984133,3.620793650793651,0.020000000000000462,2.3663492063492058,2.4192063492063482,0.0
27,3.0069841269841264,3.5533333333333355,3.632539682539682,4.660476190476191,1.23952380952381,4.08984126984127,0.0,3.1657142857142864,3.633650793650795,3.325873015873017,4.103492063492063,0.0,3.453333333333334,0.3609523809523818,0.7596825396825402,3.178412698412701,2.901428571428572,3.7069841269841275,0.1200000000000001,2.36920634920635,2.692380952380952,0.0
28,2.9617460317460296,3.4752380952380957,3.576349206349205,4.548095238095238,1.2634920634920626,4.059682539682539,0.0,2.9595238095238106,3.637142857142857,3.226507936507936,4.078571428571429,0.0,3.495396825396826,0.32111111111111157,0.8547619047619044,3.112222222222222,2.8382539682539676,3.6377777777777762,0.153492063492064,2.535396825396825,2.715396825396825,0.0
29,2.938888888888888,3.4398412698412706,3.767777777777779,4.608095238095238,1.4257142857142862,4.041587301587304,0.0,3.193333333333335,3.721111111111112,3.305555555555557,4.144126984126984,0.0,3.4257142857142853,0.32301587301587364,0.8087301587301594,3.322857142857144,3.078095238095239,3.823492063492063,0.18460317460317555,2.683809523809524,2.8323809523809516,0.0
30,3.0377777777777792,3.5909523809523796,3.7344444444444447,4.573650793650795,1.4147619047619049,4.1203174603174615,0.0,3.3146031746031754,3.6944444444444438,3.240000000000001,4.22920634920635,0.0,3.482222222222222,0.41682539682539677,0.9531746031746033,3.2734920634920632,3.103650793650792,3.86031746031746,0.1803174603174611,2.8400000000000007,3.080793650793651,0.0
31,2.935873015873015,3.5468253968253967,3.711904761904761,4.611428571428569,1.43047619047619,4.214603174603174,0.0,3.1873015873015857,3.679999999999999,3.259206349206347,4.061746031746032,0.0,3.5261904761904743,0.4155555555555548,0.8788888888888886,3.163492063492062,3.0739682539682542,3.6760317460317458,0.16079365079365004,2.712063492063492,3.146349206349206,0.0
32,2.817460317460318,3.368730158730159,3.4703174603174602,4.6734920634920645,1.402857142857143,4.031428571428572,0.0,3.0771428571428583,3.5126984126984144,3.071428571428571,4.035873015873017,0.0,3.2555555555555546,0.318888888888889,0.8217460317460317,3.103809523809522,2.9242857142857144,3.6511111111111116,0.12031746031745971,2.690317460317461,2.9893650793650792,0.0
33,3.132380952380953,3.5857142857142863,3.7041269841269857,4.683015873015875,1.42968253968254,4.247460317460317,0.0,3.3096825396825382,3.7258730158730176,3.3106349206349224,4.152857142857143,0.0,3.505396825396825,0.4982539682539686,1.0369841269841267,3.2103174603174613,3.115714285714284,3.908253968253967,0.16047619047619044,2.9523809523809534,3.34063492063492,0.0
34,3.1393650793650805,3.6846031746031747,3.873174603174605,4.755238095238096,1.6663492063492065,4.225714285714285,0.0,3.3815873015873033,3.8061904761904772,3.341111111111112,4.248253968253969,0.0,3.6439682539682545,0.44269841269841237,1.0409523809523815,3.1468253968253963,3.406825396825398,3.985396825396827,0.37412698412698386,2.9982539682539686,3.3919047619047626,0.0
35,3.149047619047619,3.6155555555555567,3.746666666666667,4.770158730158731,1.6925396825396826,4.16063492063492,0.0,3.207460317460318,3.7547619047619056,3.3317460317460315,4.143968253968253,0.0,3.441587301587302,0.4217460317460313,0.992063492063493,3.2141269841269837,3.331269841269843,3.708571428571429,0.31444444444444386,3.0252380952380955,3.4996825396825395,0.0
36,3.0980952380952376,3.5922222222222215,3.7600000000000007,4.764126984126984,1.7595238095238095,4.181587301587302,0.0,3.4906349206349203,3.8266666666666653,3.2876190476190468,4.353968253968255,0.0,3.4873015873015882,0.5238095238095237,1.1304761904761902,3.236349206349206,3.3625396825396807,3.713174603174603,0.3788888888888895,3.079365079365078,3.5231746031746036,0.0
37,2.899523809523809,3.4826984126984124,3.470476190476192,4.6107936507936484,1.5947619047619037,4.187619047619047,0.0,3.208095238095237,3.6426984126984125,3.2155555555555564,4.243809523809525,0.0,3.405555555555554,0.35904761904761884,0.962063492063491,3.078253968253967,3.238888888888888,3.673174603174604,0.2850793650793646,2.9065079365079365,3.5542857142857143,0.0
38,3.035396825396827,3.5771428571428565,3.653650793650794,4.762698412698411,1.740793650793652,4.237301587301589,0.0,3.245396825396826,3.7685714285714287,3.1826984126984126,4.236507936507937,0.0,3.49031746031746,0.5530158730158723,1.0049206349206345,3.192222222222222,3.278730158730159,3.8131746031746037,0.2925396825396822,3.068253968253968,3.6493650793650794,0.0
39,3.1012698412698407,3.5842857142857136,3.6165079365079356,4.590634920634922,1.753333333333333,4.115714285714286,0.0,3.22809523809524,3.7790476190476197,3.1588888888888915,4.0809523809523816,0.0,3.4142857142857137,0.4303174603174611,1.016984126984127,3.1715873015873006,3.232063492063493,3.7693650793650777,0.22158730158730222,2.9890476190476205,3.5798412698412703,0.0
40,3.077936507936508,3.601111111111111,3.78015873015873,4.628730158730159,1.7553968253968248,4.183333333333332,0.0,3.245396825396826,3.682380952380951,3.2431746031746034,4.2773015873015865,0.0,3.5417460317460314,0.44349206349206316,1.1749206349206345,3.166031746031747,3.3342857142857145,3.7633333333333336,0.3015873015873014,3.151746031746031,3.5338095238095235,0.0
41,3.078730158730159,3.655555555555556,3.6668253968253977,4.796825396825397,1.80126984126984,4.210634920634921,0.0,3.324285714285714,3.7488888888888896,3.193015873015873,4.2628571428571425,0.0,3.4584126984127,0.578095238095238,1.1722222222222216,3.294761904761905,3.3730158730158726,3.8453968253968247,0.30476190476190457,3.1433333333333335,3.6406349206349207,0.0
42,3.133174603174604,3.5506349206349217,3.6058730158730157,4.729206349206349,1.7904761904761912,4.17920634920635,0.0,3.2726984126984124,3.858253968253969,3.2607936507936515,4.243650793650794,0.0,3.623809523809525,0.5706349206349222,1.2685714285714296,3.1906349206349205,3.444761904761906,3.8236507936507937,0.4380952380952392,3.1885714285714304,3.618253968253967,0.0
43,3.03031746031746,3.612222222222221,3.7634920634920634,4.675238095238096,1.7695238095238084,4.217301587301587,0.0,3.286666666666666,3.7885714285714274,3.2352380952380946,4.089999999999999,0.0,3.40095238095238,0.5114285714285707,1.182539682539681,3.1592063492063476,3.3026984126984127,3.77031746031746,0.3350793650793644,3.1453968253968254,3.660793650793649,0.0
44,3.1780952380952376,3.6815873015873004,3.80047619047619,4.652222222222222,1.7903174603174614,4.2050793650793645,0.0,3.334126984126983,3.6960317460317453,3.240634920634922,4.325555555555554,0.0,3.5177777777777797,0.5709523809523809,1.2919047619047621,3.238730158730159,3.3696825396825405,3.7642857142857133,0.5173015873015876,3.2509523809523815,3.807777777777779,0.07587301587301631
45,3.072857142857144,3.5212698412698415,3.586666666666666,4.603492063492062,1.895714285714286,4.104285714285714,0.0,3.2385714285714275,3.6441269841269843,3.1211111111111105,4.156349206349207,0.0,3.5109523809523804,0.4198412698412701,1.1179365079365082,3.0266666666666673,3.389206349206349,3.766984126984127,0.31730158730158653,3.038730158730159,3.5992063492063497,0.0
46,3.1579365079365074,3.5838095238095233,3.6715873015873006,4.576190476190475,1.7488888888888878,4.220317460317461,0.0,3.2950793650793644,3.79920634920635,3.227777777777777,4.289047619047618,0.0,3.3993650793650785,0.5446031746031732,1.2965079365079362,3.042698412698413,3.476349206349206,3.7326984126984124,0.3834920634920618,3.1650793650793636,3.7411111111111106,0.09809523809523757
47,3.1531746031746035,3.689206349206348,3.735555555555555,4.621269841269841,1.8768253968253958,4.249682539682539,0.0,3.260634920634919,3.6882539682539672,3.2433333333333323,4.2944444444444425,0.0,3.533492063492064,0.5041269841269829,1.296031746031745,3.1125396825396816,3.458571428571428,3.853015873015874,0.45206349206349117,3.155396825396826,3.6784126984126964,0.004761904761903857
48,3.185873015873015,3.5114285714285716,3.655555555555556,4.658095238095238,1.9142857142857137,4.153333333333333,0.0,3.303809523809524,3.694920634920636,3.243492063492064,4.063809523809522,0.0,3.3744444444444435,0.4511111111111106,1.2285714285714278,3.1066666666666665,3.5292063492063486,3.726349206349206,0.3866666666666667,3.1388888888888884,3.7399999999999993,0.05714285714285694
49,3.1046031746031737,3.5122222222222224,3.611587301587303,4.653650793650794,1.8453968253968238,4.259841269841269,0.0,3.1803174603174593,3.666031746031745,3.1898412698412706,4.14031746031746,0.0,3.52047619047619,0.5366666666666662,1.4249206349206354,3.1003174603174593,3.3528571428571414,3.7734920634920623,0.39349206349206245,3.172063492063492,3.6998412698412704,0.08920634920634907
50,3.176507936507936,3.550476190476192,3.696190476190476,4.56015873015873,2.0604761904761917,4.084126984126985,0.0,3.3533333333333344,3.6930158730158746,3.1379365079365096,4.207301587301587,0.0,3.3079365079365077,0.5165079365079377,1.192857142857143,3.1714285714285735,3.3820634920634918,3.696666666666668,0.4115873015873026,3.23857142857143,3.703333333333334,0.20936507936508075
51,3.1898412698412715,3.5657142857142867,3.6466666666666656,4.777460317460318,2.0514285714285707,4.233492063492062,0.058095238095237534,3.268888888888889,3.6742857142857135,3.2084126984126984,4.243015873015872,0.0,3.4722222222222223,0.544603174603175,1.3980952380952392,3.2174603174603176,3.388571428571429,3.924603174603175,0.45126984126984127,3.2620634920634926,3.734920634920635,0.13920634920634978
52,3.079365079365078,3.4395238095238083,3.675396825396823,4.651269841269841,1.88285714285714,4.064444444444443,0.0,3.3499999999999988,3.6788888888888875,3.0739682539682525,4.299365079365079,0.0,3.436507936507936,0.5215873015873003,1.3211111111111098,3.027142857142855,3.3685714285714274,3.685079365079365,0.46253968253968214,3.2525396825396813,3.7187301587301578,0.20968253968253947
53,3.0719047619047606,3.5655555555555543,3.6184126984126967,4.6565079365079365,1.9749206349206352,4.057301587301587,0.0,3.1404761904761918,3.637777777777777,3.079047619047617,4.200952380952381,0.0,3.454285714285713,0.5188888888888883,1.2085714285714282,3.1084126984126987,3.3926984126984108,3.6760317460317458,0.33412698412698294,3.182539682539683,3.66984126984127,0.21015873015872977
54,3.182857142857144,3.532698412698413,3.738095238095238,4.54968253968254,2.050634920634919,4.195396825396824,0.0,3.3336507936507926,3.7385714285714284,3.1231746031746033,4.296190476190474,0.0,3.48095238095238,0.5506349206349208,1.3238095238095235,3.171269841269841,3.3514285714285714,3.8085714285714287,0.40222222222222204,3.2633333333333328,3.7533333333333347,0.22285714285714242
55,3.2301587301587302,3.5606349206349206,3.6960317460317453,4.685238095238096,2.06936507936508,4.151111111111111,0.0,3.3115873015872994,3.7793650793650793,3.265714285714286,4.32047619047619,0.0,3.5614285714285723,0.5439682539682522,1.3447619047619046,3.078095238095238,3.5714285714285703,3.7626984126984135,0.3955555555555561,3.301746031746032,3.680476190476189,0.1457142857142859
56,3.1820634920634925,3.536031746031747,3.7861904761904777,4.678412698412697,2.09142857142857,4.209365079365079,0.06365079365079307,3.306507936507937,3.822063492063493,3.056507936507937,4.347142857142857,0.0,3.4263492063492054,0.4995238095238097,1.4714285714285706,3.087936507936507,3.600476190476191,3.874603174603174,0.5328571428571429,3.3785714285714272,3.624603174603174,0.31428571428571495
57,3.0509523809523813,3.560317460317462,3.677301587301587,4.701587301587303,2.026666666666669,4.124444444444444,0.0,3.2331746031746036,3.7411111111111115,3.1984126984126977,4.227301587301588,0.0,3.455396825396825,0.5949206349206362,1.41015873015873,3.1917460317460318,3.55904761904762,3.697460317460319,0.41571428571428637,3.4347619047619045,3.8046031746031748,0.31444444444444475
58,3.3044444444444467,3.492063492063493,3.663174603174604,4.762063492063494,2.1326984126984145,4.162380952380954,0.0,3.342380952380954,3.7561904761904783,3.121111111111113,4.198095238095239,0.0,3.56968253968254,0.5895238095238104,1.3904761904761918,3.1969841269841277,3.432380952380954,3.7528571428571444,0.5000000000000018,3.3958730158730157,3.7587301587301605,0.41015873015873083
59,3.189523809523809,3.582857142857142,3.7031746031746042,4.676984126984127,2.121269841269841,4.173174603174603,0.12619047619047663,3.3499999999999996,3.7376190476190487,3.1190476190476186,4.222857142857142,0.0,3.473650793650794,0.6349206349206353,1.4058730158730164,3.051746031746031,3.548412698412699,3.696984126984127,0.5777777777777766,3.345079365079366,3.689047619047619,0.31571428571428584
60,3.200317460317459,3.5441269841269847,3.6519047619047615,4.668571428571427,2.09047619047619,4.075238095238097,0.0,3.3019047619047637,3.6780952380952385,3.0298412698412704,4.153650793650796,0.0,3.3125396825396844,0.47904761904761983,1.3033333333333337,3.0053968253968257,3.3577777777777786,3.675238095238095,0.41000000000000103,3.2442857142857147,3.599047619047619,0.32492063492063483
61,3.1833333333333345,3.598412698412699,3.7292063492063496,4.677936507936507,2.0746031746031752,4.13,0.1104761904761915,3.337936507936509,3.67063492063492,3.086666666666667,4.216031746031745,0.0,3.454126984126984,0.5622222222222222,1.3780952380952387,3.15857142857143,3.564126984126985,3.6992063492063485,0.5863492063492064,3.343015873015873,3.7542857142857136,0.4288888888888893
62,3.3212698412698405,3.6073015873015866,3.8922222222222214,4.793968253968254,2.221587301587302,4.265079365079366,0.19873015873015998,3.3993650793650794,3.850317460317461,3.1506349206349196,4.394126984126984,0.0,3.5425396825396813,0.6885714285714286,1.578095238095238,3.1503174603174617,3.551904761904762,3.773333333333335,0.5838095238095242,3.4931746031746034,3.724285714285715,0.48555555555555596
63,3.2326984126984124,3.475079365079366,3.718095238095237,4.7706349206349214,2.1646031746031733,4.109047619047618,0.034126984126984894,3.215873015873016,3.7153968253968257,3.03873015873016,4.209047619047619,0.0,3.431904761904762,0.5730158730158728,1.5434920634920637,3.1460317460317464,3.6173015873015872,3.855555555555555,0.42682539682539655,3.5153968253968264,3.749523809523809,0.40936507936507915
64,3.1606349206349202,3.4919047619047605,3.6347619047619046,4.654444444444445,2.0811111111111087,4.022063492063491,0.08015873015872987,3.2557142857142845,3.6873015873015857,2.96079365079365,4.069841269841269,0.0,3.4898412698412704,0.6888888888888882,1.5093650793650788,3.046666666666666,3.468412698412698,3.7863492063492066,0.5365079365079364,3.2544444444444443,3.843968253968254,0.36777777777777665
65,3.3166666666666647,3.5226984126984124,3.7479365079365063,4.710793650793651,2.308412698412699,4.208095238095238,0.16317460317460242,3.3452380952380967,3.792063492063493,3.0785714285714274,4.13111111111111,0.0,3.4203174603174595,0.6006349206349206,1.546031746031745,3.1139682539682543,3.5306349206349203,3.6946031746031753,0.517777777777777,3.3953968253968245,3.7393650793650792,0.4649206349206345
66,3.2161904761904765,3.4777777777777796,3.861428571428572,4.856825396825398,2.2720634920634932,4.197301587301588,0.18523809523809476,3.2449206349206356,3.8104761904761926,3.102857142857143,4.254603174603176,0.0,3.478888888888889,0.6822222222222223,1.5987301587301594,3.090634920634921,3.5198412698412707,3.827460317460316,0.525555555555556,3.4136507936507936,3.819682539682539,0.5450793650793662
67,3.188412698412699,3.6125396825396843,3.751111111111112,4.643650793650793,2.2484126984126993,4.21047619047619,0.19476190476190602,3.2534920634920654,3.7271428571428578,3.0692063492063513,4.175238095238096,0.0,3.3493650793650795,0.7076190476190476,1.5546031746031757,3.044603174603174,3.600952380952381,3.881269841269842,0.6115873015873028,3.3585714285714277,3.849206349206349,0.550476190476191
68,3.222380952380952,3.5377777777777784,3.7930158730158734,4.803968253968252,2.265873015873014,4.226507936507936,0.2169841269841264,3.2746031746031736,3.755873015873016,3.189523809523809,4.192857142857143,0.0,3.504603174603174,0.6177777777777775,1.6958730158730138,3.1617460317460324,3.4779365079365068,3.75079365079365,0.5541269841269836,3.434444444444445,3.824761904761905,0.6109523809523809
69,3.1906349206349214,3.487619047619048,3.7752380952380955,4.641746031746032,2.3015873015873014,4.169206349206349,0.16158730158730172,3.3709523809523807,3.611746031746031,3.1065079365079358,4.246031746031746,0.0,3.4347619047619053,0.6071428571428577,1.5866666666666678,3.1106349206349213,3.4484126984126986,3.8288888888888897,0.5647619047619052,3.496666666666667,3.649523809523811,0.5758730158730163
70,3.4641269841269855,3.4825396825396835,3.8290476190476186,4.707777777777779,2.4044444444444446,4.2555555555555555,0.2928571428571427,3.3736507936507936,3.800952380952382,3.042063492063492,4.246349206349206,0.0,3.533968253968255,0.7225396825396819,1.686984126984127,3.165238095238096,3.58984126984127,3.8861904761904755,0.6766666666666659,3.54968253968254,3.8803174603174595,0.6166666666666663
71,3.1793650793650796,3.5311111111111098,3.6661904761904767,4.595238095238094,2.151587301587301,4.06126984126984,0.17587301587301596,3.243492063492062,3.6511111111111108,2.9919047619047605,4.1814285714285715,0.0,3.3849206349206353,0.6906349206349205,1.4620634920634927,3.048730158730158,3.3998412698412706,3.707460317460318,0.5412698412698411,3.2890476190476194,3.669999999999999,0.4763492063492052
72,3.251269841269843,3.4695238095238112,3.774126984126984,4.692539682539683,2.28873015873016,4.252063492063493,0.2738095238095246,3.2641269841269844,3.7282539682539673,2.954920634920634,4.195873015873016,0.0,3.444285714285713,0.6638095238095243,1.5811111111111122,3.0084126984126973,3.5817460317460332,3.643809523809524,0.5623809523809538,3.375238095238095,3.837301587301588,0.6507936507936511
73,3.2530158730158716,3.5222222222222213,3.846507936507936,4.614126984126984,2.3403174603174604,4.16190476190476,0.21238095238095234,3.295714285714287,3.7431746031746043,3.001904761904762,4.308730158730159,0.0,3.472539682539682,0.6396825396825392,1.6679365079365072,3.1322222222222207,3.473809523809524,3.743968253968254,0.5406349206349201,3.4288888888888893,3.8225396825396816,0.5838095238095233
74,3.103015873015873,3.337460317460317,3.742698412698412,4.656666666666665,2.3350793650793653,4.165873015873015,0.21714285714285708,3.2260317460317465,3.6084126984126987,2.9207936507936507,4.114603174603174,0.0,3.2639682539682537,0.5711111111111098,1.5112698412698409,2.999365079365078,3.4388888888888873,3.7449206349206348,0.5746031746031734,3.3771428571428563,3.6807936507936505,0.6430158730158713
75,3.231111111111111,3.4766666666666675,3.757301587301588,4.611111111111112,2.2890476190476194,4.131111111111111,0.2679365079365077,3.2415873015873027,3.619841269841271,2.9069841269841286,4.246666666666667,0.0,3.4090476190476204,0.6563492063492067,1.5576190476190463,3.051746031746032,3.5323809523809517,3.688253968253968,0.6341269841269845,3.462698412698413,3.6165079365079373,0.6304761904761902
76,3.301269841269842,3.7385714285714284,3.786825396825397,4.80888888888889,2.491587301587301,4.354761904761905,0.4382539682539681,3.390317460317461,3.768571428571428,3.154920634920635,4.213174603174603,0.0,3.5568253968253964,0.9095238095238098,1.7668253968253973,3.170317460317462,3.728253968253969,3.923333333333333,0.7528571428571427,3.6196825396825387,3.868571428571429,0.823492063492063
77,3.324285714285714,3.567460317460319,3.7934920634920646,4.752222222222222,2.284126984126984,4.336825396825399,0.25984126984127087,3.42904761904762,3.8515873015873003,3.0568253968253982,4.202857142857144,0.0,3.582698412698414,0.7457142857142864,1.62,3.15015873015873,3.500476190476191,3.904126984126985,0.6504761904761907,3.467936507936508,3.681746031746033,0.6733333333333338
78,3.3684126984126985,3.636031746031745,3.792063492063492,4.737619047619046,2.374603174603174,4.324444444444443,0.33301587301587254,3.3447619047619037,3.7596825396825393,3.118253968253968,4.306507936507937,0.0,3.4831746031746027,0.7787301587301583,1.6973015873015873,3.22888888888889,3.475714285714285,3.7660317460317456,0.5511111111111111,3.4328571428571424,3.7182539682539693,0.7466666666666661
